filename,interval_label,start,end,steptime,stepnumber,f0,jumpkilleffect
BF3_mono.mat,BF3_mono.mat_113.87_1803.258,113.87,1803.258,1401.0227619047619,16,220.4879971478257,1
BF3_mono.mat,BF3_mono.mat_113.87_1803.258,113.87,1803.258,1481.4698095238095,17,238.85974757729042,1
BF3_mono.mat,BF3_mono.mat_113.87_1803.258,113.87,1803.258,1561.9168571428568,18,89.12319410422366,1
BF3_mono.mat,BF3_mono.mat_113.87_1803.258,113.87,1803.258,1642.3639047619045,19,84.95064675101949,1
BF3_mono.mat,BF3_mono.mat_113.87_1803.258,113.87,1803.258,1722.8109523809521,20,163.80730580530664,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,261.32128571428575,1,174.42207023939534,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,435.7615714285714,2,232.92019141159406,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,610.2018571428572,3,217.62979032871883,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,784.6421428571429,4,202.3393892458436,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,959.0824285714285,5,217.64843149878052,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,1133.5227142857145,6,177.86795038295034,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,1307.9630000000002,7,169.74653049035643,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,1482.4032857142859,8,185.96251903778614,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,1656.8435714285715,9,202.17850758521584,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,1831.2838571428572,10,195.9147642519089,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,2005.724142857143,11,174.33096500171632,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,2180.1644285714287,12,198.65279570729828,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,2354.604714285714,13,179.84828233528384,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,2529.045,14,180.52593623845286,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,2703.4852857142855,15,201.16842782721022,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,2877.9255714285714,16,201.068686432619,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,3052.3658571428573,17,185.06250042858346,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,3226.8061428571427,18,169.05631442454796,1
BF3_raising.mat,BF3_raising.mat_86.881_3750.127,86.881,3750.127,3401.2464285714286,19,172.7623041415579,1
