speaker_id,play_count
BM1,0
BM2,0
BM3,0
BM4,0
BM5,0
BM6,0
BM7,0
BF1,0
BF2,0
BF3,0
BF4,0
BF5,0
BF6,0
BF7,0
WM1,0
WM2,0
WM3,0
WM4,0
WM5,0
WM6,0
WM7,0
WF1,0
WF2,0
WF3,0
WF4,0
WF5,0
WF6,0
WF7,0
,
gender_condition,count
blackMaleHeavy,0
blackFemaleHeavy,0
whiteMaleHeavy,0
whiteFemaleHeavy,0
