timestamp,prolific_id,participant_id,block,trial_index,speaker,stimulus,audio_file,friendly,professional,funny,competent,trustworthy,pleasant,human_like,dialect_region,perceived_race,perceived_age,gender_scale,age,ethnicity,dialect,first_language,other_languages,gender,speech_disorder,speech_disorder_desc,neurodivergent,neurodivergent_desc,technologies_used,ai_use_frequency,ai_attitude,attention_check_1,attention_check_2,attention_check_3,attention_check_4,attention_check_5,attention_check_6,attention_check_7,attention_check_8,attention_check_9,attention_check_10,attention_check_11,attention_check_12,attention_check_13,attention_check_14,attention_check_15,attention_check_16,attention_check_17,attention_check_18,attention_check_19,attention_check_20,attention_check_21,final_feedback,headphone_type
10/31/2025,6838df8389ee2a2823f6964a,6838df8389ee2a2823f6964a,Race,24,WM7,central,WM7_central.mp3,,,,,,,,Northeastern U.S.,White,35–44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67178054a368314e6afa5ed4,67178054a368314e6afa5ed4,Race,25,BM7,central,BM7_central.mp3,,,,,,,,Southeastern U.S.,Black,35–44,6.358785649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67d9625169884c7fdecaf0a6,67d9625169884c7fdecaf0a6,Personality,15,BM7,passage,BM7_passage.mp3,4.578271028,5.117990654,4.844626168,4.984813084,2.328271028,4.718457944,5.132009346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67574d2fa6c77a56709e95a8,67574d2fa6c77a56709e95a8,Race,40,BM7,central,BM7_central.mp3,,,,,,,,Northeastern U.S.,Asian,35–44,5.587616822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67178054a368314e6afa5ed4,67178054a368314e6afa5ed4,Race,26,BF8,fronting,BF8_fronting.mp3,,,,,,,,Northwestern U.S.,Latino/Hispanic,35–44,1.71324747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67178054a368314e6afa5ed4,67178054a368314e6afa5ed4,Race,27,WM1,raising,WM1_raising.mp3,,,,,,,,Southwestern U.S.,Black,45–54,6.629622815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67574d2fa6c77a56709e95a8,67574d2fa6c77a56709e95a8,Race,41,BM7,fronting,BM7_fronting.mp3,,,,,,,,Southeastern U.S.,Black,35–44,6.393691589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,677bdabbdcaf99b4cd8c86a5,677bdabbdcaf99b4cd8c86a5,Race,10,WF5,fronting,WF5_fronting.mp3,,,,,,,,Southeastern U.S.,White,25–34,1.009548059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,672451c5f4e558e08242d746,672451c5f4e558e08242d746,Race,57,WF2,raising,WF2_raising.mp3,,,,,,,,Northwestern U.S.,White,35–44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67574d2fa6c77a56709e95a8,67574d2fa6c77a56709e95a8,Race,42,WF4,raising,WF4_raising.mp3,,,,,,,,Northeastern U.S.,Latino/Hispanic,35–44,1.501168224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,672451c5f4e558e08242d746,672451c5f4e558e08242d746,Race,58,WM3,central,WM3_central.mp3,,,,,,,,Southeastern U.S.,White,25–34,2.995544239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,6838df8389ee2a2823f6964a,6838df8389ee2a2823f6964a,Race,25,WM7,raising,WM7_raising.mp3,,,,,,,,Northwestern U.S.,White,35–44,6.856308411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,65b1193868f3449f46325ea8,65b1193868f3449f46325ea8,Personality,10,BF2,passage,BF2_passage.mp3,5.012850467,5.482476636,1.234813084,5.846962617,6.807242991,6.821261682,6.716121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,672451c5f4e558e08242d746,672451c5f4e558e08242d746,Race,59,BM7,mono,BM7_mono.mp3,,,,,,,,Southeastern U.S.,White,35–44,6.92170592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67178054a368314e6afa5ed4,67178054a368314e6afa5ed4,Race,29,BM3,raising,BM3_raising.mp3,,,,,,,,Northeastern U.S.,Asian,25–34,4.845538178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,661b3299bf19db77d7412b86,661b3299bf19db77d7412b86,Personality,8,WF2,passage,WF2_passage.mp3,4.85559998,4.849328931,1,4.887552466,7,3.976558223,5.734840818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67574d2fa6c77a56709e95a8,67574d2fa6c77a56709e95a8,Race,43,WM6,central,WM6_central.mp3,,,,,,,,Northwestern U.S.,Latino/Hispanic,25–34,5.980140187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
